target_name,opt_seed,objective,clip_sim,lpips,rmse,prompt,render
1159_25.png,0,0.29240308701992035,0.93212890625,0.4566502571105957,0.18307556211948395,"there is a glass of orange juice with a slice of orange on the side, unsplash 4k, ps5 render quality, by Antoni Brodowski, post-processing. high detail, soymilk, cgsociety 9, inspired by Perle Fine, high quality topical render, akiman, malt",students\outputs\20260607-152239_ollama_refine_seeds\1159_25\seed0\candidate_001.png
1159_25.png,1,0.29240308701992035,0.93212890625,0.4566502571105957,0.18307556211948395,"there is a glass of orange juice with a slice of orange on the side, unsplash 4k, ps5 render quality, by Antoni Brodowski, post-processing. high detail, soymilk, cgsociety 9, inspired by Perle Fine, high quality topical render, akiman, malt",students\outputs\20260607-152239_ollama_refine_seeds\1159_25\seed1\candidate_001.png
1159_25.png,2,0.29240308701992035,0.93212890625,0.4566502571105957,0.18307556211948395,"there is a glass of orange juice with a slice of orange on the side, unsplash 4k, ps5 render quality, by Antoni Brodowski, post-processing. high detail, soymilk, cgsociety 9, inspired by Perle Fine, high quality topical render, akiman, malt",students\outputs\20260607-152239_ollama_refine_seeds\1159_25\seed2\candidate_001.png
1159_29.png,0,0.15613847970962524,0.93310546875,0.5780338644981384,0.19893312454223633,"arafed palm tree on a rock in the ocean at sunset, adventure hyper realistic render, photoreailstic, an enormous silver tree, puddles of turquoise water, the sun is shining. photographic, long exposure photograph, in matte painting, flooding, inspired by Andrey Esionov, photographic print, high definition photo, old tree",students\outputs\20260607-152239_ollama_refine_seeds\1159_29\seed0\candidate_001.png
1159_29.png,1,0.15613847970962524,0.93310546875,0.5780338644981384,0.19893312454223633,"arafed palm tree on a rock in the ocean at sunset, adventure hyper realistic render, photoreailstic, an enormous silver tree, puddles of turquoise water, the sun is shining. photographic, long exposure photograph, in matte painting, flooding, inspired by Andrey Esionov, photographic print, high definition photo, old tree",students\outputs\20260607-152239_ollama_refine_seeds\1159_29\seed1\candidate_001.png
1159_29.png,2,0.15613847970962524,0.93310546875,0.5780338644981384,0.19893312454223633,"arafed palm tree on a rock in the ocean at sunset, adventure hyper realistic render, photoreailstic, an enormous silver tree, puddles of turquoise water, the sun is shining. photographic, long exposure photograph, in matte painting, flooding, inspired by Andrey Esionov, photographic print, high definition photo, old tree",students\outputs\20260607-152239_ollama_refine_seeds\1159_29\seed2\candidate_001.png
1159_3.png,0,0.1755005419254303,0.8359375,0.49057531356811523,0.16986164450645447,"Anime character with a sword and fire in hand, trending on ArtStation, soft glowing effect, inspired by Mandy Jurgens' spectral colors, Joong Keun Lee's avatar-like texture, Clint Cearley's warm color palette, ash swirling around the subject, blond hair styled like Annie Leonhart's, dynamic lighting reminiscent of terada's style, subtle gradient in background.",students\outputs\20260607-152239_ollama_refine_seeds\1159_3\seed0\candidate_003.png
1159_3.png,1,0.1628425419330597,0.86572265625,0.5126059651374817,0.19027414917945862,"anime character with a sword and fire in his hand, trending on artstaton, glowing effect, looking like annie leonhart, inspired by Mandy Jurgens, kerberos, spectral, terada, avatar with a blond hair, by Joong Keun Lee, test subject supersoldier, swirls of fire, ash, in the style of clint cearley",students\outputs\20260607-152239_ollama_refine_seeds\1159_3\seed1\candidate_001.png
1159_3.png,2,0.18291254341602325,0.841796875,0.4767748713493347,0.18210946023464203,"Anime character with a sword and flames in hand, trending on ArtStation, glowing effect, inspired by Mandy Jurgens' style of spectral and terada's avatar with blond hair, Joong Keun Lee's influence, test subject supersoldier, soft focus lens, warm color palette, subtle ash and embers surrounding.",students\outputs\20260607-152239_ollama_refine_seeds\1159_3\seed2\candidate_002.png
1159_7.png,0,-0.15646113455295563,0.59912109375,0.5645155906677246,0.19106663763523102,"there is a small hedgehog sitting on top of a block of cake, hyper realistic 3 d render, translucent cube, feathery fluff, marvelous designer 3d rendered, boris vallego, citrinitas, 1 9 8 0 s cgi, mowhawk, nimbus, [ moist, crt filter, reluvy5213, fotorealistic",students\outputs\20260607-152239_ollama_refine_seeds\1159_7\seed0\candidate_001.png
