target_name,opt_seed,iter,objective,clip_sim,lpips,rmse,prompt,render
1159_25.png,0,1,0.29240308701992035,0.93212890625,0.4566502571105957,0.18307556211948395,"there is a glass of orange juice with a slice of orange on the side, unsplash 4k, ps5 render quality, by Antoni Brodowski, post-processing. high detail, soymilk, cgsociety 9, inspired by Perle Fine, high quality topical render, akiman, malt",students\outputs\20260607-152239_ollama_refine_seeds\1159_25\seed0\candidate_001.png
1159_25.png,0,2,0.23638923466205597,0.904296875,0.46776261925697327,0.20014502108097076,"there is a glass of vibrant orange juice with a slice of orange on the side, unsplash 4k, ps5 render quality, by Antoni Brodowski, post-processing, high detail, subtle grain, soft focus, warm natural light, shallow depth of field, cgsociety 9, inspired by Perle Fine, high quality topical render, akiman, malt",students\outputs\20260607-152239_ollama_refine_seeds\1159_25\seed0\candidate_002.png
1159_25.png,0,3,-0.0008716881275177002,0.92431640625,0.6735438704490662,0.25164422392845154,"there is a glass of vibrant orange juice with a slice of orange on the side, unsplash 4k, ps5 render quality, by Antoni Brodowski, post-processing, high detail, subtle warm grain, soft focus, natural light pouring through a window, shallow depth of field, cgsociety 9, inspired by Perle Fine, high quality topical render, akiman, malt",students\outputs\20260607-152239_ollama_refine_seeds\1159_25\seed0\candidate_003.png
1159_25.png,1,1,0.29240308701992035,0.93212890625,0.4566502571105957,0.18307556211948395,"there is a glass of orange juice with a slice of orange on the side, unsplash 4k, ps5 render quality, by Antoni Brodowski, post-processing. high detail, soymilk, cgsociety 9, inspired by Perle Fine, high quality topical render, akiman, malt",students\outputs\20260607-152239_ollama_refine_seeds\1159_25\seed1\candidate_001.png
1159_25.png,1,2,0.2043638825416565,0.9072265625,0.5125455260276794,0.19031715393066406,"there is a glass of freshly squeezed orange juice with a slice of orange on the side, high detail, unsplash 4k render quality, by Antoni Brodowski, post-processing, soft focus lens, warm golden lighting, subtle texture, cgsociety 9, inspired by Perle Fine's abstract expressionism, akiman style, high quality topical render",students\outputs\20260607-152239_ollama_refine_seeds\1159_25\seed1\candidate_002.png
1159_25.png,1,3,0.2588568329811096,0.92626953125,0.46962013840675354,0.19779255986213684,"a glass of freshly squeezed orange juice with a slice of orange on the side, high detail, unsplash 4k render quality, by Antoni Brodowski, post-processing, soft focus lens, warm golden natural lighting with subtle gradient, fine texture and subtle grain, cgsociety 9, inspired by Perle Fine's abstract expressionism, akiman style, high quality topical render",students\outputs\20260607-152239_ollama_refine_seeds\1159_25\seed1\candidate_003.png
1159_25.png,2,1,0.29240308701992035,0.93212890625,0.4566502571105957,0.18307556211948395,"there is a glass of orange juice with a slice of orange on the side, unsplash 4k, ps5 render quality, by Antoni Brodowski, post-processing. high detail, soymilk, cgsociety 9, inspired by Perle Fine, high quality topical render, akiman, malt",students\outputs\20260607-152239_ollama_refine_seeds\1159_25\seed2\candidate_001.png
1159_25.png,2,2,0.2873368561267853,0.9150390625,0.45478588342666626,0.17291632294654846,"there is a glass of vibrant orange juice with a slice of orange on the side, high detail, unsplash 4k, ps5 render quality, by Antoni Brodowski, post-processing, akiman style, soft natural light, shallow depth of field, cgsociety 9, inspired by Perle Fine's bold colors.",students\outputs\20260607-152239_ollama_refine_seeds\1159_25\seed2\candidate_002.png
1159_25.png,2,3,0.2574061155319214,0.921875,0.466606467962265,0.1978624165058136,"there is a glass of vibrant orange juice with a slice of orange on the side, high detail, unsplash 4k, ps5 render quality, by Antoni Brodowski, post-processing, akiman style, soft warm natural light, shallow depth of field, cgsociety 9, subtle gradient background, inspired by Perle Fine's bold colors and subtle texture.",students\outputs\20260607-152239_ollama_refine_seeds\1159_25\seed2\candidate_003.png
1159_29.png,0,1,0.15613847970962524,0.93310546875,0.5780338644981384,0.19893312454223633,"arafed palm tree on a rock in the ocean at sunset, adventure hyper realistic render, photoreailstic, an enormous silver tree, puddles of turquoise water, the sun is shining. photographic, long exposure photograph, in matte painting, flooding, inspired by Andrey Esionov, photographic print, high definition photo, old tree",students\outputs\20260607-152239_ollama_refine_seeds\1159_29\seed0\candidate_001.png
